,음식,label,구간
734,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '콩나물찜')",917,18
735,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '훈제닭가슴살')",919,11
736,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '계란프라이')",903,8
737,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '계란찜')",902,19
738,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '계란햄말이')",904,12
739,"('곤약밥(쌀5:곤약5)(반공기)', '감자수제비국', '쇠고기장조림')",910,12
740,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '콩나물무침')",996,1
741,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '고사리나물')",985,1
742,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '버섯볶음')",989,4
743,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '진미채볶음')",994,8
744,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '낚지볶음')",988,13
745,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '김치참치볶음')",987,1
746,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '갈치구이')",980,13
747,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '조기구이')",993,4
748,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '잔멸치볶음')",992,2
749,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '감자채볶음')",981,2
750,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '애호박볶음')",991,3
751,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '골뱅이무침')",986,5
752,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '홍합무침')",998,5
753,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '코다리찜')",995,8
754,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '콩나물찜')",997,14
755,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '훈제닭가슴살')",999,7
756,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '계란프라이')",983,3
757,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '계란찜')",982,14
758,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '계란햄말이')",984,8
759,"('곤약밥(쌀5:곤약5)(반공기)', '바지락국', '쇠고기장조림')",990,7
760,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '콩나물무침')",1056,1
761,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '고사리나물')",1045,2
762,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '버섯볶음')",1049,5
763,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '진미채볶음')",1054,9
764,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '낚지볶음')",1048,14
765,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '김치참치볶음')",1047,2
766,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '갈치구이')",1040,14
767,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '조기구이')",1053,5
768,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '잔멸치볶음')",1052,2
769,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '감자채볶음')",1041,4
770,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '애호박볶음')",1051,4
771,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '골뱅이무침')",1046,6
772,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '홍합무침')",1058,6
773,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '코다리찜')",1055,9
774,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '콩나물찜')",1057,15
775,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '훈제닭가슴살')",1059,8
776,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '계란프라이')",1043,4
777,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '계란찜')",1042,15
778,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '계란햄말이')",1044,9
779,"('곤약밥(쌀5:곤약5)(반공기)', '오징어국', '쇠고기장조림')",1050,8
780,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '콩나물무침')",976,1
781,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '고사리나물')",965,1
782,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '버섯볶음')",969,2
783,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '진미채볶음')",974,5
784,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '낚지볶음')",968,10
785,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '김치참치볶음')",967,1
786,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '갈치구이')",960,11
787,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '조기구이')",973,2
788,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '잔멸치볶음')",972,1
789,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '감자채볶음')",961,2
790,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '애호박볶음')",971,2
791,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '골뱅이무침')",966,2
792,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '홍합무침')",978,2
793,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '코다리찜')",975,5
794,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '콩나물찜')",977,11
795,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '훈제닭가슴살')",979,4
796,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '계란프라이')",963,2
797,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '계란찜')",962,11
798,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '계란햄말이')",964,5
799,"('곤약밥(쌀5:곤약5)(반공기)', '모시조개국', '쇠고기장조림')",970,5
800,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '콩나물무침')",1096,1
801,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '고사리나물')",1085,1
802,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '버섯볶음')",1089,3
803,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '진미채볶음')",1094,7
804,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '낚지볶음')",1088,11
805,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '김치참치볶음')",1087,1
806,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '갈치구이')",1080,12
807,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '조기구이')",1093,2
808,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '잔멸치볶음')",1092,2
809,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '감자채볶음')",1081,2
810,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '애호박볶음')",1091,2
811,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '골뱅이무침')",1086,4
812,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '홍합무침')",1098,3
813,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '코다리찜')",1095,7
814,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '콩나물찜')",1097,12
815,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '훈제닭가슴살')",1099,5
816,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '계란프라이')",1083,2
817,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '계란찜')",1082,13
818,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '계란햄말이')",1084,7
819,"('곤약밥(쌀5:곤약5)(반공기)', '홍합우거지국', '쇠고기장조림')",1090,6
820,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '콩나물무침')",956,1
821,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '고사리나물')",945,1
822,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '버섯볶음')",949,2
823,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '진미채볶음')",954,6
824,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '낚지볶음')",948,10
825,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '김치참치볶음')",947,1
826,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '갈치구이')",940,11
827,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '조기구이')",953,2
828,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '잔멸치볶음')",952,1
829,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '감자채볶음')",941,2
830,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '애호박볶음')",951,2
831,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '골뱅이무침')",946,3
832,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '홍합무침')",958,2
833,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '코다리찜')",955,6
834,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '콩나물찜')",957,11
835,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '훈제닭가슴살')",959,4
836,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '계란프라이')",943,2
837,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '계란찜')",942,12
838,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '계란햄말이')",944,6
839,"('곤약밥(쌀5:곤약5)(반공기)', '김치콩나물국', '쇠고기장조림')",950,5
840,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '콩나물무침')",936,2
841,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '고사리나물')",925,2
842,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '버섯볶음')",929,6
843,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '진미채볶음')",934,10
844,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '낚지볶음')",928,15
845,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '김치참치볶음')",927,2
846,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '갈치구이')",920,15
847,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '조기구이')",933,6
848,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '잔멸치볶음')",932,3
849,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '감자채볶음')",921,5
850,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '애호박볶음')",931,5
851,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '골뱅이무침')",926,7
852,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '홍합무침')",938,7
853,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '코다리찜')",935,10
854,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '콩나물찜')",937,16
855,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '훈제닭가슴살')",939,9
856,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '계란프라이')",923,5
857,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '계란찜')",922,16
858,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '계란햄말이')",924,10
859,"('곤약밥(쌀5:곤약5)(반공기)', '김치수제비국', '쇠고기장조림')",930,9
860,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '콩나물무침')",1076,1
861,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '고사리나물')",1065,1
862,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '버섯볶음')",1069,2
863,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '진미채볶음')",1074,7
864,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '낚지볶음')",1068,11
865,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '김치참치볶음')",1067,1
866,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '갈치구이')",1060,12
867,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '조기구이')",1073,2
868,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '잔멸치볶음')",1072,1
869,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '감자채볶음')",1061,2
870,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '애호박볶음')",1071,2
871,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '골뱅이무침')",1066,4
872,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '홍합무침')",1078,3
873,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '코다리찜')",1075,6
874,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '콩나물찜')",1077,12
875,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '훈제닭가슴살')",1079,5
876,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '계란프라이')",1063,2
877,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '계란찜')",1062,13
878,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '계란햄말이')",1064,6
879,"('곤약밥(쌀5:곤약5)(반공기)', '우거지국', '쇠고기장조림')",1070,6
880,"('귀리밥(반공기)', '쇠고기국', '콩나물무침')",1236,5
881,"('귀리밥(반공기)', '쇠고기국', '고사리나물')",1225,7
882,"('귀리밥(반공기)', '쇠고기국', '버섯볶음')",1229,11
883,"('귀리밥(반공기)', '쇠고기국', '진미채볶음')",1234,15
884,"('귀리밥(반공기)', '쇠고기국', '낚지볶음')",1228,20
885,"('귀리밥(반공기)', '쇠고기국', '김치참치볶음')",1227,7
886,"('귀리밥(반공기)', '쇠고기국', '갈치구이')",1220,21
887,"('귀리밥(반공기)', '쇠고기국', '조기구이')",1233,11
888,"('귀리밥(반공기)', '쇠고기국', '잔멸치볶음')",1232,8
889,"('귀리밥(반공기)', '쇠고기국', '감자채볶음')",1221,10
890,"('귀리밥(반공기)', '쇠고기국', '애호박볶음')",1231,11
891,"('귀리밥(반공기)', '쇠고기국', '골뱅이무침')",1226,12
892,"('귀리밥(반공기)', '쇠고기국', '홍합무침')",1238,12
893,"('귀리밥(반공기)', '쇠고기국', '코다리찜')",1235,15
894,"('귀리밥(반공기)', '쇠고기국', '콩나물찜')",1237,21
895,"('귀리밥(반공기)', '쇠고기국', '훈제닭가슴살')",1239,14
896,"('귀리밥(반공기)', '쇠고기국', '계란프라이')",1223,10
897,"('귀리밥(반공기)', '쇠고기국', '계란찜')",1222,22
898,"('귀리밥(반공기)', '쇠고기국', '계란햄말이')",1224,15
899,"('귀리밥(반공기)', '쇠고기국', '쇠고기장조림')",1230,15
900,"('귀리밥(반공기)', '시래기국', '콩나물무침')",1256,3
901,"('귀리밥(반공기)', '시래기국', '고사리나물')",1245,4
902,"('귀리밥(반공기)', '시래기국', '버섯볶음')",1249,9
903,"('귀리밥(반공기)', '시래기국', '진미채볶음')",1254,13
904,"('귀리밥(반공기)', '시래기국', '낚지볶음')",1248,18
905,"('귀리밥(반공기)', '시래기국', '김치참치볶음')",1247,4
906,"('귀리밥(반공기)', '시래기국', '갈치구이')",1240,18
907,"('귀리밥(반공기)', '시래기국', '조기구이')",1253,9
908,"('귀리밥(반공기)', '시래기국', '잔멸치볶음')",1252,6
909,"('귀리밥(반공기)', '시래기국', '감자채볶음')",1241,7
910,"('귀리밥(반공기)', '시래기국', '애호박볶음')",1251,8
911,"('귀리밥(반공기)', '시래기국', '골뱅이무침')",1246,10
912,"('귀리밥(반공기)', '시래기국', '홍합무침')",1258,10
913,"('귀리밥(반공기)', '시래기국', '코다리찜')",1255,13
914,"('귀리밥(반공기)', '시래기국', '콩나물찜')",1257,19
915,"('귀리밥(반공기)', '시래기국', '훈제닭가슴살')",1259,12
916,"('귀리밥(반공기)', '시래기국', '계란프라이')",1243,8
917,"('귀리밥(반공기)', '시래기국', '계란찜')",1242,19
918,"('귀리밥(반공기)', '시래기국', '계란햄말이')",1244,13
919,"('귀리밥(반공기)', '시래기국', '쇠고기장조림')",1250,12
920,"('귀리밥(반공기)', '감자맑은국', '콩나물무침')",1116,5
921,"('귀리밥(반공기)', '감자맑은국', '고사리나물')",1105,6
922,"('귀리밥(반공기)', '감자맑은국', '버섯볶음')",1109,11
923,"('귀리밥(반공기)', '감자맑은국', '진미채볶음')",1114,15
924,"('귀리밥(반공기)', '감자맑은국', '낚지볶음')",1108,20
925,"('귀리밥(반공기)', '감자맑은국', '김치참치볶음')",1107,6
926,"('귀리밥(반공기)', '감자맑은국', '갈치구이')",1100,21
927,"('귀리밥(반공기)', '감자맑은국', '조기구이')",1113,11
928,"('귀리밥(반공기)', '감자맑은국', '잔멸치볶음')",1112,8
929,"('귀리밥(반공기)', '감자맑은국', '감자채볶음')",1101,10
930,"('귀리밥(반공기)', '감자맑은국', '애호박볶음')",1111,10
931,"('귀리밥(반공기)', '감자맑은국', '골뱅이무침')",1106,12
932,"('귀리밥(반공기)', '감자맑은국', '홍합무침')",1118,12
933,"('귀리밥(반공기)', '감자맑은국', '코다리찜')",1115,15
934,"('귀리밥(반공기)', '감자맑은국', '콩나물찜')",1117,21
935,"('귀리밥(반공기)', '감자맑은국', '훈제닭가슴살')",1119,14
936,"('귀리밥(반공기)', '감자맑은국', '계란프라이')",1103,10
937,"('귀리밥(반공기)', '감자맑은국', '계란찜')",1102,21
938,"('귀리밥(반공기)', '감자맑은국', '계란햄말이')",1104,15
939,"('귀리밥(반공기)', '감자맑은국', '쇠고기장조림')",1110,15
940,"('귀리밥(반공기)', '감자수제비국', '콩나물무침')",1136,9
941,"('귀리밥(반공기)', '감자수제비국', '고사리나물')",1125,10
942,"('귀리밥(반공기)', '감자수제비국', '버섯볶음')",1129,15
943,"('귀리밥(반공기)', '감자수제비국', '진미채볶음')",1134,19
944,"('귀리밥(반공기)', '감자수제비국', '낚지볶음')",1128,24
945,"('귀리밥(반공기)', '감자수제비국', '김치참치볶음')",1127,10
946,"('귀리밥(반공기)', '감자수제비국', '갈치구이')",1120,24
947,"('귀리밥(반공기)', '감자수제비국', '조기구이')",1133,14
948,"('귀리밥(반공기)', '감자수제비국', '잔멸치볶음')",1132,12
949,"('귀리밥(반공기)', '감자수제비국', '감자채볶음')",1121,13
950,"('귀리밥(반공기)', '감자수제비국', '애호박볶음')",1131,14
951,"('귀리밥(반공기)', '감자수제비국', '골뱅이무침')",1126,16
952,"('귀리밥(반공기)', '감자수제비국', '홍합무침')",1138,15
953,"('귀리밥(반공기)', '감자수제비국', '코다리찜')",1135,19
954,"('귀리밥(반공기)', '감자수제비국', '콩나물찜')",1137,25
955,"('귀리밥(반공기)', '감자수제비국', '훈제닭가슴살')",1139,17
956,"('귀리밥(반공기)', '감자수제비국', '계란프라이')",1123,14
957,"('귀리밥(반공기)', '감자수제비국', '계란찜')",1122,25
958,"('귀리밥(반공기)', '감자수제비국', '계란햄말이')",1124,19
959,"('귀리밥(반공기)', '감자수제비국', '쇠고기장조림')",1130,18
960,"('귀리밥(반공기)', '바지락국', '콩나물무침')",1216,4
961,"('귀리밥(반공기)', '바지락국', '고사리나물')",1205,5
962,"('귀리밥(반공기)', '바지락국', '버섯볶음')",1209,10
963,"('귀리밥(반공기)', '바지락국', '진미채볶음')",1214,14
964,"('귀리밥(반공기)', '바지락국', '낚지볶음')",1208,19
965,"('귀리밥(반공기)', '바지락국', '김치참치볶음')",1207,5
966,"('귀리밥(반공기)', '바지락국', '갈치구이')",1200,19
967,"('귀리밥(반공기)', '바지락국', '조기구이')",1213,10
968,"('귀리밥(반공기)', '바지락국', '잔멸치볶음')",1212,7
969,"('귀리밥(반공기)', '바지락국', '감자채볶음')",1201,9
970,"('귀리밥(반공기)', '바지락국', '애호박볶음')",1211,9
971,"('귀리밥(반공기)', '바지락국', '골뱅이무침')",1206,11
972,"('귀리밥(반공기)', '바지락국', '홍합무침')",1218,11
973,"('귀리밥(반공기)', '바지락국', '코다리찜')",1215,14
974,"('귀리밥(반공기)', '바지락국', '콩나물찜')",1217,20
975,"('귀리밥(반공기)', '바지락국', '훈제닭가슴살')",1219,13
976,"('귀리밥(반공기)', '바지락국', '계란프라이')",1203,9
977,"('귀리밥(반공기)', '바지락국', '계란찜')",1202,20
978,"('귀리밥(반공기)', '바지락국', '계란햄말이')",1204,14
979,"('귀리밥(반공기)', '바지락국', '쇠고기장조림')",1210,13
980,"('귀리밥(반공기)', '오징어국', '콩나물무침')",1276,5
981,"('귀리밥(반공기)', '오징어국', '고사리나물')",1265,6
982,"('귀리밥(반공기)', '오징어국', '버섯볶음')",1269,11
983,"('귀리밥(반공기)', '오징어국', '진미채볶음')",1274,15
984,"('귀리밥(반공기)', '오징어국', '낚지볶음')",1268,20
985,"('귀리밥(반공기)', '오징어국', '김치참치볶음')",1267,7
986,"('귀리밥(반공기)', '오징어국', '갈치구이')",1260,21
987,"('귀리밥(반공기)', '오징어국', '조기구이')",1273,11
988,"('귀리밥(반공기)', '오징어국', '잔멸치볶음')",1272,8
989,"('귀리밥(반공기)', '오징어국', '감자채볶음')",1261,10
990,"('귀리밥(반공기)', '오징어국', '애호박볶음')",1271,10
991,"('귀리밥(반공기)', '오징어국', '골뱅이무침')",1266,12
992,"('귀리밥(반공기)', '오징어국', '홍합무침')",1278,12
993,"('귀리밥(반공기)', '오징어국', '코다리찜')",1275,15
994,"('귀리밥(반공기)', '오징어국', '콩나물찜')",1277,21
995,"('귀리밥(반공기)', '오징어국', '훈제닭가슴살')",1279,14
996,"('귀리밥(반공기)', '오징어국', '계란프라이')",1263,10
997,"('귀리밥(반공기)', '오징어국', '계란찜')",1262,21
998,"('귀리밥(반공기)', '오징어국', '계란햄말이')",1264,15
999,"('귀리밥(반공기)', '오징어국', '쇠고기장조림')",1270,15
1000,"('귀리밥(반공기)', '모시조개국', '콩나물무침')",1196,2
1001,"('귀리밥(반공기)', '모시조개국', '고사리나물')",1185,3
1002,"('귀리밥(반공기)', '모시조개국', '버섯볶음')",1189,7
1003,"('귀리밥(반공기)', '모시조개국', '진미채볶음')",1194,11
1004,"('귀리밥(반공기)', '모시조개국', '낚지볶음')",1188,16
1005,"('귀리밥(반공기)', '모시조개국', '김치참치볶음')",1187,3
1006,"('귀리밥(반공기)', '모시조개국', '갈치구이')",1180,17
1007,"('귀리밥(반공기)', '모시조개국', '조기구이')",1193,7
1008,"('귀리밥(반공기)', '모시조개국', '잔멸치볶음')",1192,4
1009,"('귀리밥(반공기)', '모시조개국', '감자채볶음')",1181,6
1010,"('귀리밥(반공기)', '모시조개국', '애호박볶음')",1191,7
1011,"('귀리밥(반공기)', '모시조개국', '골뱅이무침')",1186,8
1012,"('귀리밥(반공기)', '모시조개국', '홍합무침')",1198,8
1013,"('귀리밥(반공기)', '모시조개국', '코다리찜')",1195,11
1014,"('귀리밥(반공기)', '모시조개국', '콩나물찜')",1197,17
1015,"('귀리밥(반공기)', '모시조개국', '훈제닭가슴살')",1199,10
1016,"('귀리밥(반공기)', '모시조개국', '계란프라이')",1183,6
1017,"('귀리밥(반공기)', '모시조개국', '계란찜')",1182,18
1018,"('귀리밥(반공기)', '모시조개국', '계란햄말이')",1184,11
1019,"('귀리밥(반공기)', '모시조개국', '쇠고기장조림')",1190,11
1020,"('귀리밥(반공기)', '홍합우거지국', '콩나물무침')",1316,3
1021,"('귀리밥(반공기)', '홍합우거지국', '고사리나물')",1305,4
1022,"('귀리밥(반공기)', '홍합우거지국', '버섯볶음')",1309,9
1023,"('귀리밥(반공기)', '홍합우거지국', '진미채볶음')",1314,13
1024,"('귀리밥(반공기)', '홍합우거지국', '낚지볶음')",1308,18
1025,"('귀리밥(반공기)', '홍합우거지국', '김치참치볶음')",1307,4
1026,"('귀리밥(반공기)', '홍합우거지국', '갈치구이')",1300,18
1027,"('귀리밥(반공기)', '홍합우거지국', '조기구이')",1313,9
1028,"('귀리밥(반공기)', '홍합우거지국', '잔멸치볶음')",1312,6
1029,"('귀리밥(반공기)', '홍합우거지국', '감자채볶음')",1301,7
1030,"('귀리밥(반공기)', '홍합우거지국', '애호박볶음')",1311,8
1031,"('귀리밥(반공기)', '홍합우거지국', '골뱅이무침')",1306,10
1032,"('귀리밥(반공기)', '홍합우거지국', '홍합무침')",1318,10
1033,"('귀리밥(반공기)', '홍합우거지국', '코다리찜')",1315,13
1034,"('귀리밥(반공기)', '홍합우거지국', '콩나물찜')",1317,19
1035,"('귀리밥(반공기)', '홍합우거지국', '훈제닭가슴살')",1319,11
1036,"('귀리밥(반공기)', '홍합우거지국', '계란프라이')",1303,8
1037,"('귀리밥(반공기)', '홍합우거지국', '계란찜')",1302,19
1038,"('귀리밥(반공기)', '홍합우거지국', '계란햄말이')",1304,13
1039,"('귀리밥(반공기)', '홍합우거지국', '쇠고기장조림')",1310,12
1040,"('귀리밥(반공기)', '김치콩나물국', '콩나물무침')",1176,2
1041,"('귀리밥(반공기)', '김치콩나물국', '고사리나물')",1165,3
1042,"('귀리밥(반공기)', '김치콩나물국', '버섯볶음')",1169,8
1043,"('귀리밥(반공기)', '김치콩나물국', '진미채볶음')",1174,12
1044,"('귀리밥(반공기)', '김치콩나물국', '낚지볶음')",1168,17
1045,"('귀리밥(반공기)', '김치콩나물국', '김치참치볶음')",1167,3
1046,"('귀리밥(반공기)', '김치콩나물국', '갈치구이')",1160,17
1047,"('귀리밥(반공기)', '김치콩나물국', '조기구이')",1173,8
1048,"('귀리밥(반공기)', '김치콩나물국', '잔멸치볶음')",1172,5
1049,"('귀리밥(반공기)', '김치콩나물국', '감자채볶음')",1161,6
1050,"('귀리밥(반공기)', '김치콩나물국', '애호박볶음')",1171,7
1051,"('귀리밥(반공기)', '김치콩나물국', '골뱅이무침')",1166,9
1052,"('귀리밥(반공기)', '김치콩나물국', '홍합무침')",1178,9
1053,"('귀리밥(반공기)', '김치콩나물국', '코다리찜')",1175,12
1054,"('귀리밥(반공기)', '김치콩나물국', '콩나물찜')",1177,18
1055,"('귀리밥(반공기)', '김치콩나물국', '훈제닭가슴살')",1179,10
1056,"('귀리밥(반공기)', '김치콩나물국', '계란프라이')",1163,7
1057,"('귀리밥(반공기)', '김치콩나물국', '계란찜')",1162,18
1058,"('귀리밥(반공기)', '김치콩나물국', '계란햄말이')",1164,12
1059,"('귀리밥(반공기)', '김치콩나물국', '쇠고기장조림')",1170,11
1060,"('귀리밥(반공기)', '김치수제비국', '콩나물무침')",1156,6
1061,"('귀리밥(반공기)', '김치수제비국', '고사리나물')",1145,7
1062,"('귀리밥(반공기)', '김치수제비국', '버섯볶음')",1149,12
1063,"('귀리밥(반공기)', '김치수제비국', '진미채볶음')",1154,16
1064,"('귀리밥(반공기)', '김치수제비국', '낚지볶음')",1148,21
1065,"('귀리밥(반공기)', '김치수제비국', '김치참치볶음')",1147,8
1066,"('귀리밥(반공기)', '김치수제비국', '갈치구이')",1140,22
1067,"('귀리밥(반공기)', '김치수제비국', '조기구이')",1153,12
1068,"('귀리밥(반공기)', '김치수제비국', '잔멸치볶음')",1152,9
1069,"('귀리밥(반공기)', '김치수제비국', '감자채볶음')",1141,11
1070,"('귀리밥(반공기)', '김치수제비국', '애호박볶음')",1151,11
1071,"('귀리밥(반공기)', '김치수제비국', '골뱅이무침')",1146,13
1072,"('귀리밥(반공기)', '김치수제비국', '홍합무침')",1158,13
1073,"('귀리밥(반공기)', '김치수제비국', '코다리찜')",1155,16
